id_cliente,situacao_cliente,idade,genero,qtde_dependentes,escolaridade,estado_civil,faixa_renda,categoria_cartao,meses_relacionamento,qtde_produtos,meses_inativo_12m,qtde_contatos_12m,limite_credito,saldo_rotativo_total,limite_disponivel_medio,mudanca_valor_transacoes_Q4_Q1,valor_total_transacoes,qtde_total_transacoes,mudanca_qtde_transacoes_Q4_Q1,taxa_utilizacao_media,faixa_etaria,anos_relacionamento,valor_medio_transacao,percentual_limite_usado,categoria_cartao_nivel,alvo_churn
718595583,Cliente Ativo,55,Masculino,3,Graduado,Casado(a),US$80K–US$120K,Azul,36,3,2,3,25878.0,1733,24145.0,0.438,1777.0,54,0.862,0.067,45–54,3.0,32.91,6.7,1,0
778508883,Cliente Ativo,44,Masculino,5,Graduado,Casado(a),Mais de US$120K,Azul,24,4,1,4,11876.0,1926,9950.0,0.51,1367.0,33,0.737,0.162,35–44,2.0,41.42,16.2,1,0
715511658,Cliente Ativo,49,Feminino,5,Pós-graduado,Não informado,US$40K–US$60K,Azul,39,3,1,4,4568.0,0,4568.0,0.979,1431.0,27,0.688,0.0,45–54,3.2,53.0,0.0,1,0
711999783,Cliente Ativo,41,Masculino,3,Sem escolaridade,Casado(a),US$80K–US$120K,Azul,31,4,2,2,4740.0,1348,3392.0,0.472,1406.0,23,0.533,0.284,35–44,2.6,61.13,28.4,1,0
753856008,Cliente Ativo,49,Feminino,2,Não informado,Não informado,US$40K–US$60K,Azul,42,6,1,4,4949.0,1495,3454.0,0.791,3597.0,64,0.684,0.302,45–54,3.5,56.2,30.2,1,0
789920883,Cliente Ativo,45,Feminino,3,Graduado,Solteiro(a),Não informado,Azul,36,3,3,4,11189.0,2517,8672.0,1.5147399999999998,2959.0,58,1.231,0.225,35–44,3.0,51.02,22.5,1,0
788677533,Cliente Ativo,44,Masculino,4,Não informado,Casado(a),Mais de US$120K,Azul,31,4,3,4,34516.0,1197,33319.0,0.669,1594.0,43,1.15,0.035,35–44,2.6,37.07,3.5,1,0
716284308,Cliente Ativo,65,Masculino,2,Graduado,Casado(a),Não informado,Azul,55,3,2,2,6099.0,2175,3924.0,0.582,1319.0,34,0.545,0.357,55–64,4.6,38.79,35.7,1,0
712120608,Cliente Perdido,35,Masculino,3,Faculdade,Casado(a),US$80K–US$120K,Azul,27,3,2,3,3575.0,1884,1691.0,0.384,869.26,20,1.455,0.527,26–34,2.2,57.4,52.7,1,1
715482483,Cliente Ativo,26,Masculino,0,Ensino médio,Solteiro(a),Não informado,Azul,36,5,2,3,3184.0,1421,1763.0,0.712,2253.0,59,0.439,0.446,26–34,3.0,38.19,44.6,1,0
720848733,Cliente Ativo,38,Masculino,1,Ensino médio,Casado(a),US$80K–US$120K,Azul,24,4,3,2,13363.0,1230,12133.0,0.688,1815.0,33,0.435,0.092,35–44,2.0,55.0,9.2,1,0
708480333,Cliente Ativo,65,Masculino,0,Não informado,Solteiro(a),US$40K–US$60K,Azul,36,5,2,3,2163.0,932,1231.0,1.127,2229.0,57,0.839,0.431,55–64,3.0,39.11,43.1,1,0
826723308,Cliente Ativo,58,Masculino,3,Faculdade,Casado(a),Mais de US$120K,Azul,54,5,1,4,3452.0,2088,1364.0,0.768,1008.0,21,0.4,0.605,55–64,4.5,48.0,60.5,1,0
801369258,Cliente Ativo,47,Feminino,5,Pós-graduado,Casado(a),US$40K–US$60K,Azul,41,6,2,2,4466.0,777,3689.0,1.02,1757.0,59,0.595,0.174,45–54,3.4,29.78,17.4,1,0
709584483,Cliente Ativo,33,Feminino,3,Graduado,Casado(a),Menos de US$40K,Azul,25,4,1,4,3030.0,2517,513.0,0.785,1805.0,44,0.467,0.831,26–34,2.1,41.02,83.1,1,0
715708308,Cliente Ativo,54,Feminino,3,Doutorado,Casado(a),US$40K–US$60K,Azul,39,3,1,3,2112.0,1594,518.0,1.204,1338.0,29,1.455,0.755,45–54,3.2,46.14,75.5,1,0
779707308,Cliente Ativo,35,Feminino,1,Graduado,Casado(a),Menos de US$40K,Azul,18,5,1,2,7583.0,1619,5964.0,1.468,2229.0,53,1.208,0.214,26–34,1.5,42.06,21.4,1,0
711688158,Cliente Ativo,47,Masculino,5,Graduado,Solteiro(a),Mais de US$120K,Azul,27,5,3,4,11760.0,2306,9454.0,0.616,1498.0,49,0.96,0.196,45–54,2.2,30.57,19.6,1,0
711848658,Cliente Ativo,35,Masculino,3,Faculdade,Casado(a),US$60K–US$80K,Azul,17,3,3,2,2259.0,1776,483.0,1.292,1790.0,31,0.824,0.786,26–34,1.4,57.74,78.6,1,0
715855083,Cliente Ativo,48,Masculino,4,Ensino médio,Casado(a),US$80K–US$120K,Azul,36,6,2,4,19762.0,507,19255.0,0.85,2793.0,67,0.595,0.026,45–54,3.0,41.69,2.6,1,0
778971408,Cliente Ativo,36,Masculino,4,Doutorado,Casado(a),US$60K–US$80K,Azul,17,5,2,4,2803.0,1848,955.0,0.614,1968.0,64,0.524,0.659,35–44,1.4,30.75,65.9,1,0
711648708,Cliente Ativo,44,Masculino,3,Graduado,Casado(a),US$80K–US$120K,Azul,36,3,3,2,25666.0,756,24910.0,0.69,4088.0,84,0.867,0.029,35–44,3.0,48.67,2.9,1,0
713149683,Cliente Ativo,44,Feminino,3,Faculdade,Solteiro(a),Menos de US$40K,Azul,24,5,1,4,9297.0,1668,7629.0,0.521,1264.0,31,0.632,0.179,35–44,2.0,40.77,17.9,1,0
771903033,Cliente Ativo,36,Feminino,1,Graduado,Casado(a),Menos de US$40K,Azul,25,5,1,2,2999.0,1247,1752.0,0.962,2017.0,40,0.6,0.416,35–44,2.1,50.42,41.6,1,0
737925558,Cliente Ativo,64,Masculino,0,Doutorado,Casado(a),US$40K–US$60K,Azul,56,3,2,2,4234.0,1893,2341.0,0.585,1439.0,42,0.355,0.447,55–64,4.7,34.26,44.7,1,0
803347908,Cliente Ativo,34,Feminino,1,Graduado,Solteiro(a),Menos de US$40K,Ouro,28,4,3,2,15987.0,0,15987.0,1.494,2327.0,65,0.806,0.0,26–34,2.3,35.8,0.0,3,0
817285758,Cliente Ativo,49,Masculino,4,Graduado,Solteiro(a),US$80K–US$120K,Azul,33,5,5,3,16435.0,0,16435.0,0.676,1721.0,56,0.514,0.0,45–54,2.8,30.73,0.0,1,0
711480108,Cliente Ativo,37,Masculino,4,Ensino médio,Casado(a),US$60K–US$80K,Azul,24,3,1,4,5335.0,2145,3190.0,0.879,1888.0,43,0.433,0.402,35–44,2.0,43.91,40.2,1,0
709662708,Cliente Ativo,65,Masculino,1,Ensino médio,Casado(a),US$40K–US$60K,Azul,53,3,3,3,3506.0,1604,1902.0,0.574,1953.0,61,0.649,0.458,55–64,4.4,32.02,45.8,1,0
709224858,Cliente Ativo,53,Masculino,2,Pós-graduado,Casado(a),US$80K–US$120K,Azul,36,5,1,2,3610.0,1629,1981.0,0.821,1652.0,40,0.481,0.451,45–54,3.0,41.3,45.1,1,0
821771508,Cliente Ativo,32,Masculino,0,Ensino médio,Casado(a),US$40K–US$60K,Azul,28,5,1,2,3172.0,2055,1117.0,0.663,1939.0,36,0.636,0.648,26–34,2.3,53.86,64.8,1,0
712216533,Cliente Ativo,44,Masculino,5,Não informado,Solteiro(a),US$80K–US$120K,Azul,34,6,2,3,8206.0,763,7443.0,0.87,1715.0,43,0.72,0.093,35–44,2.8,39.88,9.3,1,0
710522433,Cliente Ativo,65,Masculino,0,Graduado,Casado(a),Menos de US$40K,Azul,46,3,2,2,2416.0,1499,917.0,0.905,2372.0,53,0.514,0.62,55–64,3.8,44.75,62.0,1,0
779046408,Cliente Ativo,60,Masculino,0,Graduado,Casado(a),US$40K–US$60K,Azul,41,3,2,4,2458.0,1880,578.0,0.759,1238.0,30,0.579,0.765,55–64,3.4,41.27,76.5,1,0
708595158,Cliente Ativo,27,Feminino,0,Graduado,Solteiro(a),Menos de US$40K,Azul,36,6,1,2,1677.0,1598,210.078,0.994,2389.0,43,0.536,0.953,26–34,3.0,55.56,95.3,1,0
757266933,Cliente Ativo,52,Masculino,2,Pós-graduado,Casado(a),US$60K–US$80K,Azul,45,4,1,4,11819.0,929,10890.0,0.773,2431.0,46,0.484,0.079,45–54,3.8,52.85,7.9,1,0
816776283,Cliente Ativo,42,Masculino,4,Ensino médio,Não informado,US$80K–US$120K,Ouro,37,5,1,2,34516.0,1797,32719.0,1.314,1534.0,30,0.875,0.052,35–44,3.1,51.13,5.2,3,0
719904333,Cliente Ativo,29,Masculino,0,Graduado,Casado(a),US$40K–US$60K,Azul,36,3,3,4,1459.0,590,869.0,1.164,2229.0,52,1.08,0.404,26–34,3.0,42.87,40.4,1,0
718264233,Cliente Ativo,29,Masculino,0,Ensino médio,Casado(a),US$40K–US$60K,Azul,13,4,1,4,1458.0,671,787.0,1.5147399999999998,2449.0,56,0.931,0.46,26–34,1.1,43.73,46.0,1,0
784798683,Cliente Ativo,38,Masculino,2,Ensino médio,Casado(a),US$40K–US$60K,Azul,32,3,2,2,1438.3,0,1438.3,0.846,1999.0,39,0.56,0.0,35–44,2.7,51.26,0.0,1,0
710899833,Cliente Perdido,36,Masculino,2,Graduado,Casado(a),US$40K–US$60K,Azul,18,3,1,3,7758.0,1408,6350.0,0.365,869.26,23,0.643,0.181,35–44,1.5,24.74,18.1,1,1
780025908,Cliente Ativo,40,Feminino,2,Pós-graduado,Casado(a),Menos de US$40K,Prata,30,4,2,2,10836.0,1932,8904.0,0.563,1293.0,31,0.824,0.178,35–44,2.5,41.71,17.8,2,0
713610033,Cliente Ativo,47,Masculino,3,Pós-graduado,Solteiro(a),US$60K–US$80K,Azul,36,5,3,3,5062.0,1996,3066.0,0.591,1314.0,40,0.429,0.394,45–54,3.0,32.85,39.4,1,0
709364433,Cliente Ativo,36,Feminino,3,Ensino médio,Casado(a),Não informado,Azul,30,6,2,2,3399.0,2173,1226.0,0.795,1571.0,34,1.0,0.639,35–44,2.5,46.21,63.9,1,0
713086908,Cliente Ativo,26,Masculino,0,Ensino médio,Solteiro(a),US$40K–US$60K,Azul,36,5,2,2,2212.0,1670,542.0,0.777,2520.0,51,0.545,0.755,26–34,3.0,49.41,75.5,1,0
709793133,Cliente Ativo,43,Feminino,2,Não informado,Solteiro(a),US$40K–US$60K,Azul,36,6,1,4,3186.0,2470,716.0,0.58,1531.0,37,0.233,0.775,35–44,3.0,41.38,77.5,1,0
710032608,Cliente Ativo,52,Feminino,1,Graduado,Solteiro(a),Menos de US$40K,Azul,32,3,1,3,5927.0,2320,3607.0,0.544,1558.0,46,0.643,0.391,45–54,2.7,33.87,39.1,1,0
779351208,Cliente Ativo,49,Masculino,2,Não informado,Solteiro(a),US$60K–US$80K,Azul,34,4,1,4,5176.0,0,5176.0,0.838,1902.0,56,0.931,0.0,45–54,2.8,33.96,0.0,1,0
719776608,Cliente Ativo,50,Masculino,2,Graduado,Casado(a),US$80K–US$120K,Azul,37,3,1,3,3126.0,0,3126.0,0.824,1388.0,41,0.464,0.0,45–54,3.1,33.85,0.0,1,0
709220583,Cliente Ativo,34,Masculino,3,Graduado,Divorciado(a),US$80K–US$120K,Azul,21,6,4,2,4670.0,0,4670.0,0.883,2256.0,56,0.6,0.0,26–34,1.8,40.29,0.0,1,0
719555733,Cliente Ativo,53,Feminino,2,Sem escolaridade,Casado(a),Não informado,Azul,36,4,3,3,2162.0,1592,570.0,0.547,1736.0,42,0.615,0.736,45–54,3.0,41.33,73.6,1,0
740852733,Cliente Ativo,49,Masculino,3,Ensino médio,Casado(a),US$80K–US$120K,Azul,42,4,1,2,10155.0,1805,8350.0,0.673,1685.0,49,0.815,0.178,45–54,3.5,34.39,17.8,1,0
709528308,Cliente Ativo,53,Masculino,4,Ensino médio,Casado(a),US$80K–US$120K,Azul,46,4,2,3,15242.0,1170,14072.0,0.496,1876.0,57,0.5,0.077,45–54,3.8,32.91,7.7,1,0
715127208,Cliente Ativo,48,Masculino,3,Doutorado,Divorciado(a),Mais de US$120K,Azul,36,4,3,2,34516.0,2517,31999.0,0.697,1699.0,48,0.846,0.073,45–54,3.0,35.4,7.3,1,0
817144458,Cliente Ativo,32,Feminino,2,Graduado,Solteiro(a),Menos de US$40K,Azul,17,5,1,2,1438.3,1228,210.3,1.132,2580.0,67,0.971,0.854,26–34,1.4,38.51,85.4,1,0
710628783,Cliente Ativo,38,Masculino,4,Ensino médio,Solteiro(a),US$80K–US$120K,Ouro,36,6,1,3,34516.0,1140,33376.0,0.815,1445.0,45,0.957,0.033,35–44,3.0,32.11,3.3,3,0
772145658,Cliente Ativo,43,Masculino,4,Sem escolaridade,Solteiro(a),US$80K–US$120K,Azul,32,4,1,3,16043.0,2036,14007.0,0.7,1394.0,28,0.75,0.127,35–44,2.7,49.79,12.7,1,0
739594758,Cliente Perdido,51,Feminino,2,Graduado,Solteiro(a),Menos de US$40K,Azul,44,6,3,2,3181.0,2517,664.0,0.595,869.26,20,0.455,0.791,45–54,3.7,51.12,79.1,1,1
789198708,Cliente Ativo,58,Masculino,3,Graduado,Casado(a),Mais de US$120K,Azul,47,3,1,2,27088.0,0,27088.0,0.581,1135.0,24,0.846,0.0,55–64,3.9,47.29,0.0,1,0
720953658,Cliente Ativo,59,Feminino,0,Graduado,Casado(a),Menos de US$40K,Azul,36,5,3,4,5688.0,914,4774.0,1.099,1824.0,53,1.038,0.161,55–64,3.0,34.42,16.1,1,0
771330558,Cliente Ativo,51,Masculino,4,Ensino médio,Casado(a),US$60K–US$80K,Azul,38,5,2,3,10462.0,1824,8638.0,0.736,1267.0,31,0.55,0.174,45–54,3.2,40.87,17.4,1,0
714078558,Cliente Perdido,62,Feminino,1,Ensino médio,Casado(a),US$40K–US$60K,Azul,53,2,1,1,5249.0,0,5249.0,0.758,1315.0,31,0.722,0.0,55–64,4.4,42.42,0.0,1,1
712207683,Cliente Ativo,38,Masculino,0,Não informado,Divorciado(a),Menos de US$40K,Azul,36,3,3,2,5155.0,684,4471.0,0.588,1555.0,37,0.48,0.133,35–44,3.0,42.03,13.3,1,0
788826408,Cliente Ativo,33,Masculino,1,Sem escolaridade,Casado(a),Mais de US$120K,Azul,16,6,1,3,10705.0,1352,9353.0,1.171,2434.0,58,0.812,0.126,26–34,1.3,41.97,12.6,1,0
790128033,Cliente Ativo,54,Masculino,3,Ensino médio,Solteiro(a),US$80K–US$120K,Azul,47,3,1,2,16494.0,1348,15146.0,0.759,1302.0,36,0.385,0.082,45–54,3.9,36.17,8.2,1,0
718082208,Cliente Ativo,37,Feminino,1,Graduado,Casado(a),US$40K–US$60K,Azul,30,5,3,4,6469.0,2351,4118.0,1.018,1717.0,50,0.667,0.363,35–44,2.5,34.34,36.3,1,0
712037358,Cliente Ativo,30,Masculino,0,Não informado,Casado(a),US$60K–US$80K,Azul,23,3,3,2,5146.0,1773,3373.0,0.879,1509.0,45,0.667,0.345,26–34,1.9,33.53,34.5,1,0
711711483,Cliente Ativo,61,Masculino,0,Ensino médio,Casado(a),US$80K–US$120K,Azul,50,4,1,3,2800.0,2448,352.0,0.549,1433.0,40,0.481,0.874,55–64,4.2,35.83,87.4,1,0
718861458,Cliente Ativo,49,Masculino,5,Não informado,Solteiro(a),US$60K–US$80K,Azul,36,6,1,2,5159.0,1532,3627.0,0.787,1826.0,37,0.609,0.297,45–54,3.0,49.35,29.7,1,0
709426608,Cliente Ativo,56,Masculino,1,Doutorado,Casado(a),US$60K–US$80K,Azul,46,5,2,4,5248.0,1816,3432.0,0.696,2305.0,45,0.731,0.346,55–64,3.8,51.22,34.6,1,0
811457058,Cliente Ativo,51,Feminino,3,Pós-graduado,Casado(a),Menos de US$40K,Azul,46,5,3,2,5881.0,2005,3876.0,0.659,1931.0,56,0.806,0.341,45–54,3.8,34.48,34.1,1,0
773073558,Cliente Ativo,44,Feminino,3,Graduado,Divorciado(a),Menos de US$40K,Azul,36,6,3,3,1467.0,896,571.0,0.692,1731.0,54,0.5,0.611,35–44,3.0,32.06,61.1,1,0
715937133,Cliente Ativo,64,Feminino,1,Sem escolaridade,Casado(a),US$40K–US$60K,Azul,52,6,2,2,4999.0,2299,2700.0,0.716,1601.0,48,0.5,0.46,55–64,4.3,33.35,46.0,1,0
713480583,Cliente Ativo,46,Feminino,3,Ensino médio,Casado(a),Não informado,Azul,36,5,2,2,4668.0,0,4668.0,0.89,1612.0,47,1.455,0.0,45–54,3.0,34.3,0.0,1,0
716383683,Cliente Ativo,39,Feminino,2,Pós-graduado,Não informado,Menos de US$40K,Azul,36,4,3,4,1438.3,0,1438.3,0.7,1338.0,28,0.867,0.0,35–44,3.0,47.79,0.0,1,0
713693958,Cliente Ativo,38,Feminino,1,Sem escolaridade,Solteiro(a),Menos de US$40K,Azul,27,6,3,4,8638.0,0,8638.0,0.489,1295.0,29,0.381,0.0,35–44,2.2,44.66,0.0,1,0
715443708,Cliente Ativo,53,Masculino,1,Sem escolaridade,Casado(a),Mais de US$120K,Azul,45,5,1,3,9343.0,1286,8057.0,0.712,1385.0,31,0.722,0.138,45–54,3.8,44.68,13.8,1,0
770769483,Cliente Ativo,35,Masculino,2,Pós-graduado,Casado(a),US$40K–US$60K,Azul,21,3,1,3,2256.0,775,1481.0,0.879,1749.0,33,0.435,0.344,26–34,1.8,53.0,34.4,1,0
789326808,Cliente Ativo,26,Masculino,0,Faculdade,Solteiro(a),US$60K–US$80K,Azul,15,5,1,2,8267.0,1720,6547.0,0.633,1917.0,37,0.48,0.208,26–34,1.2,51.81,20.8,1,0
712105533,Cliente Ativo,32,Masculino,2,Ensino médio,Solteiro(a),US$40K–US$60K,Azul,20,6,3,4,2235.0,1638,597.0,0.912,2905.0,56,0.806,0.733,26–34,1.7,51.88,73.3,1,0
720674133,Cliente Ativo,36,Masculino,1,Sem escolaridade,Casado(a),US$40K–US$60K,Azul,16,5,3,2,3735.0,2027,1708.0,0.79,1672.0,48,0.655,0.543,35–44,1.3,34.83,54.3,1,0
779216358,Cliente Perdido,48,Masculino,2,Faculdade,Casado(a),US$80K–US$120K,Azul,38,2,2,3,2111.0,0,2111.0,0.531,869.26,20,0.231,0.0,45–54,3.2,45.47,0.0,1,1
717322833,Cliente Ativo,55,Masculino,2,Não informado,Solteiro(a),US$80K–US$120K,Azul,36,5,2,2,10604.0,1988,8616.0,0.644,1578.0,30,0.579,0.187,45–54,3.0,52.6,18.7,1,0
710279508,Cliente Ativo,52,Masculino,2,Graduado,Casado(a),US$80K–US$120K,Azul,42,5,3,2,21782.0,1006,20776.0,0.654,1537.0,35,0.591,0.046,45–54,3.5,43.91,4.6,1,0
712168833,Cliente Ativo,52,Feminino,1,Ensino médio,Casado(a),Menos de US$40K,Azul,36,6,3,3,2133.0,1469,664.0,0.831,1426.0,37,0.682,0.689,45–54,3.0,38.54,68.9,1,0
780581508,Cliente Ativo,58,Feminino,1,Doutorado,Solteiro(a),US$40K–US$60K,Prata,47,5,2,4,16677.0,1590,15087.0,0.885,1410.0,37,0.609,0.095,55–64,3.9,38.11,9.5,2,0
711957708,Cliente Ativo,38,Feminino,2,Graduado,Casado(a),Menos de US$40K,Azul,36,6,3,4,2717.0,1591,1126.0,1.5147399999999998,2064.0,33,1.062,0.586,35–44,3.0,62.55,58.6,1,0
778782858,Cliente Ativo,60,Masculino,1,Graduado,Solteiro(a),Menos de US$40K,Azul,48,5,3,3,3980.0,930,3050.0,0.72,4449.0,82,0.608,0.234,55–64,4.0,54.26,23.4,1,0
712924383,Cliente Perdido,55,Masculino,3,Não informado,Solteiro(a),US$60K–US$80K,Azul,36,3,2,2,8411.0,979,7432.0,1.029,990.0,22,0.375,0.116,45–54,3.0,45.0,11.6,1,1
709366458,Cliente Ativo,43,Feminino,3,Faculdade,Casado(a),Menos de US$40K,Azul,36,3,2,4,2227.0,1394,833.0,1.481,1972.0,41,0.864,0.626,35–44,3.0,48.1,62.6,1,0
796990908,Cliente Ativo,35,Masculino,3,Pós-graduado,Solteiro(a),US$80K–US$120K,Prata,29,5,3,2,34516.0,1872,32644.0,1.068,2227.0,61,1.103,0.054,26–34,2.4,36.51,5.4,2,0
715702758,Cliente Ativo,38,Feminino,4,Graduado,Casado(a),Menos de US$40K,Azul,36,4,3,3,1860.0,0,1860.0,0.992,1731.0,29,0.611,0.0,35–44,3.0,59.69,0.0,1,0
788974608,Cliente Ativo,48,Masculino,3,Graduado,Não informado,US$60K–US$80K,Azul,35,5,1,3,2829.0,2342,487.0,0.991,1561.0,41,1.05,0.828,45–54,2.9,38.07,82.8,1,0
714790008,Cliente Ativo,38,Feminino,1,Não informado,Solteiro(a),Menos de US$40K,Azul,36,3,2,3,3764.0,0,3764.0,0.583,1572.0,57,0.357,0.0,35–44,3.0,27.58,0.0,1,0
787438983,Cliente Ativo,43,Masculino,3,Faculdade,Solteiro(a),US$40K–US$60K,Azul,23,6,2,2,4559.0,1664,2895.0,0.871,1652.0,37,0.609,0.365,35–44,1.9,44.65,36.5,1,0
713834358,Cliente Ativo,36,Feminino,2,Pós-graduado,Casado(a),Menos de US$40K,Azul,25,5,3,4,4701.0,1492,3209.0,0.805,1679.0,32,0.455,0.317,35–44,2.1,52.47,31.7,1,0
710084883,Cliente Ativo,34,Masculino,2,Faculdade,Casado(a),US$80K–US$120K,Azul,22,4,2,4,1631.0,0,1631.0,1.5147399999999998,2962.0,57,1.111,0.0,26–34,1.8,51.96,0.0,1,0
710736558,Cliente Ativo,39,Feminino,2,Não informado,Casado(a),Não informado,Azul,36,4,3,4,8096.0,1474,6622.0,0.789,1794.0,41,0.783,0.182,35–44,3.0,43.76,18.2,1,0
788915283,Cliente Ativo,43,Feminino,2,Faculdade,Solteiro(a),Menos de US$40K,Azul,29,5,1,2,2304.0,1589,715.0,0.872,1273.0,36,0.895,0.69,35–44,2.4,35.36,69.0,1,0
714916758,Cliente Ativo,48,Feminino,2,Sem escolaridade,Casado(a),US$40K–US$60K,Azul,36,3,3,2,5210.0,0,5210.0,0.531,1309.0,45,0.607,0.0,45–54,3.0,29.09,0.0,1,0
789611283,Cliente Ativo,44,Masculino,4,Graduado,Casado(a),US$40K–US$60K,Azul,38,5,2,3,5452.0,2091,3361.0,0.813,1347.0,30,0.5,0.384,35–44,3.2,44.9,38.4,1,0
773288958,Cliente Ativo,38,Masculino,1,Graduado,Casado(a),US$60K–US$80K,Azul,31,6,3,3,7475.0,1473,6002.0,0.775,1592.0,30,0.429,0.197,35–44,2.6,53.07,19.7,1,0
811721133,Cliente Ativo,62,Masculino,1,Ensino médio,Casado(a),US$40K–US$60K,Azul,56,5,3,3,2359.0,1242,1117.0,1.043,2021.0,50,0.613,0.526,55–64,4.7,40.42,52.6,1,0
813961233,Cliente Ativo,30,Masculino,0,Não informado,Solteiro(a),US$80K–US$120K,Azul,25,5,2,2,4237.0,1676,2561.0,0.786,2465.0,88,0.725,0.396,26–34,2.1,28.01,39.6,1,0
783020958,Cliente Ativo,39,Masculino,3,Não informado,Casado(a),US$80K–US$120K,Azul,33,6,6,4,18582.0,794,17788.0,0.717,1836.0,46,0.586,0.043,35–44,2.8,39.91,4.3,1,0
715764483,Cliente Ativo,53,Feminino,3,Ensino médio,Não informado,Menos de US$40K,Azul,37,3,2,4,7202.0,974,6228.0,0.517,1397.0,33,0.5,0.135,45–54,3.1,42.33,13.5,1,0
798110358,Cliente Ativo,64,Feminino,1,Ensino médio,Casado(a),US$40K–US$60K,Azul,56,4,2,4,1438.3,0,1438.3,0.693,1417.0,35,0.591,0.0,55–64,4.7,40.49,0.0,1,0
715745508,Cliente Ativo,51,Feminino,4,Graduado,Solteiro(a),Não informado,Azul,34,3,1,2,11221.0,1279,9942.0,1.116,1564.0,45,1.455,0.114,45–54,2.8,34.76,11.4,1,0
714350658,Cliente Ativo,32,Masculino,1,Graduado,Solteiro(a),Não informado,Azul,26,6,3,4,18889.0,1880,17009.0,0.702,2979.0,55,0.774,0.1,26–34,2.2,54.16,10.0,1,0
826478958,Cliente Ativo,52,Masculino,1,Faculdade,Casado(a),US$80K–US$120K,Azul,48,4,3,3,2066.0,1601,465.0,0.742,1578.0,41,0.414,0.775,45–54,4.0,38.49,77.5,1,0
719127558,Cliente Ativo,43,Masculino,2,Ensino médio,Divorciado(a),US$80K–US$120K,Azul,31,6,2,4,34516.0,1075,33441.0,0.727,3015.0,65,0.477,0.031,35–44,2.6,46.38,3.1,1,0
712454958,Cliente Ativo,40,Masculino,5,Graduado,Solteiro(a),US$60K–US$80K,Azul,27,6,1,2,2742.0,1416,1326.0,0.761,1539.0,38,1.111,0.516,35–44,2.2,40.5,51.6,1,0
718561458,Cliente Ativo,54,Masculino,1,Ensino médio,Casado(a),US$60K–US$80K,Azul,36,4,1,4,20050.0,1225,18825.0,0.907,1306.0,26,0.238,0.061,45–54,3.0,50.23,6.1,1,0
822984108,Cliente Ativo,34,Feminino,4,Ensino médio,Solteiro(a),Menos de US$40K,Azul,30,4,1,3,3046.0,2279,767.0,0.611,2330.0,69,0.643,0.748,26–34,2.5,33.77,74.8,1,0
719469333,Cliente Ativo,33,Feminino,1,Ensino médio,Solteiro(a),Menos de US$40K,Azul,25,6,3,4,6193.0,695,5498.0,0.632,2456.0,69,0.725,0.112,26–34,2.1,35.59,11.2,1,0
720871383,Cliente Ativo,36,Masculino,2,Graduado,Casado(a),US$80K–US$120K,Azul,28,5,3,3,5634.0,1996,3638.0,1.5147399999999998,2366.0,49,0.69,0.354,35–44,2.3,48.29,35.4,1,0
788827308,Cliente Ativo,65,Masculino,1,Graduado,Casado(a),Menos de US$40K,Azul,50,6,2,4,4507.0,1574,2933.0,0.744,1793.0,38,0.652,0.349,55–64,4.2,47.18,34.9,1,0
710180958,Cliente Ativo,43,Masculino,3,Ensino médio,Solteiro(a),US$40K–US$60K,Azul,33,5,2,3,3040.0,2517,523.0,0.493,1598.0,31,0.476,0.828,35–44,2.8,51.55,82.8,1,0
778346283,Cliente Ativo,53,Masculino,0,Graduado,Casado(a),Mais de US$120K,Azul,33,4,3,3,21006.0,1905,19101.0,0.701,1856.0,57,0.781,0.091,45–54,2.8,32.56,9.1,1,0
787547208,Cliente Ativo,48,Feminino,3,Faculdade,Solteiro(a),Menos de US$40K,Azul,38,3,3,4,7326.0,1710,5616.0,1.171,1852.0,62,1.0,0.233,45–54,3.2,29.87,23.3,1,0
714983283,Cliente Perdido,39,Feminino,3,Ensino médio,Solteiro(a),Menos de US$40K,Azul,36,6,1,3,3651.0,0,3651.0,0.977,869.26,20,1.111,0.0,35–44,3.0,45.37,0.0,1,1
789344358,Cliente Ativo,57,Feminino,1,Não informado,Casado(a),Menos de US$40K,Azul,47,4,1,3,3416.0,2468,948.0,0.598,1536.0,42,0.556,0.722,55–64,3.9,36.57,72.2,1,0
710406633,Cliente Perdido,51,Feminino,3,Sem escolaridade,Casado(a),Não informado,Azul,36,3,3,2,3664.0,0,3664.0,0.839,1168.0,31,0.409,0.0,45–54,3.0,37.68,0.0,1,1
767653233,Cliente Ativo,48,Masculino,3,Graduado,Casado(a),US$60K–US$80K,Azul,42,6,1,3,6085.0,930,5155.0,1.307,3154.0,59,0.967,0.153,45–54,3.5,53.46,15.3,1,0
719461008,Cliente Ativo,51,Masculino,2,Ensino médio,Casado(a),US$60K–US$80K,Azul,38,5,3,2,22332.0,1748,20584.0,0.841,1318.0,28,0.647,0.078,45–54,3.2,47.07,7.8,1,0
789731433,Cliente Ativo,26,Feminino,0,Não informado,Solteiro(a),Menos de US$40K,Azul,13,4,2,4,2063.0,1390,673.0,0.877,2602.0,42,0.556,0.674,26–34,1.1,61.95,67.4,1,0
775198608,Cliente Ativo,38,Feminino,2,Graduado,Casado(a),Menos de US$40K,Azul,32,5,3,3,4429.0,0,4429.0,1.065,1970.0,40,0.818,0.0,35–44,2.7,49.25,0.0,1,0
